source_text,target_text,language_pair,source_file,sheet_name,source_tokens,target_tokens
development of the toddler months,ukukhula kwengane esigijima phakathi kwezinyanga ezingu kuya ku,en-zu,englishzulu00955.xlsx,Sheet1,5,8
in addition generated data addressed the questions guiding this study with two phases of the action research depicting different results,okunye kube ukuthi ulwazi olutholakalile lukwaze ukuphendula imibuzo emqoka kulolu cwaningo lapho izigaba ezimbili zocwaningo lwesenzeko ziveza imiphumela eyahlukene,en-zu,EnglishZulu00726 Makhulu Makumane.xlsx,Sheet1,20,19
since then the kzntccta has undertaken a few major training projects for the taxi industry in kzn,kusukela lapho ikzntccta seyenze imisebenzi yokuqeqesha embalwa emikhulu embonini yezamatekisi ekzn,en-zu,englishzulu00465.xlsx,Sheet1,17,11
the population and sample for this research consisted of sixteen purposely identified individuals for interviews,iqoqo labantu kanye nesampula lalolu cwaningo belinabantu abayishumi nesithupha abahlonzwe ngenhloso ukuze kuxoxwe nabo,en-zu,EnglishZulu00721 Magashen K Naidoo.xlsx,Sheet1,15,14
click on assignments in the lefthand menu,cofa kumaasayinimenti kwimenyu esandleni sokunxele seskrini,en-zu,englishzulu00469.xlsx,Sheet1,7,6
the chief assumed his buffalohorn stance again with his feet planted firmly on the ground his upper torso swaying like a cobra responding to a snake charmers flute,inkosi yabuyela endleni yayo yenyathi futhi imilenze yayo ime izinzile phansi ingenhla layo livulazula kuhlwe kwemfezi,en-zu,englishzulu00492.xlsx,Sheet1,28,16
article a child means every human being below the age of years,isigaba umntwana kushiwo wonke umuntu ongaphansi kwminyaka eyi,en-zu,englishzulu00083.xlsx,Sheet1,12,8
expressing concern for the feelings of others,uveze ukuzwela ngemizwa yabanye,en-zu,englishzulu00955.xlsx,Sheet1,7,4
onethird twothirds,okokuthathu okukodwa okokuthathu okubili,en-zu,englishzulu00200.xlsx,Sheet1,2,4
we suggest that you just use what follows as a kind of review checklist to remind yourself of some of these important ways of helping your child during this difficult period,siphakamisa ukuthi usebenzise lokhu okulandelayo njengendlela yokuhlola okuzobuyekezwa ukuze uzikhumbuze ezinye zalezi zindlela ezibalulekile zokusiza ingane yakho ngalesi sikhathi esinzima,en-zu,englishzulu00958.xlsx,Sheet1,31,20
medical orderlies and interpreters were quartered near the hospital which had its designated area in the secondclass accommodation aft,ababengotolika nabasebenzi bezempilo bona babehlaliswe ngasesibhedlela esasinendawo yaso ebekiwe esigabeni sesibili sokuhlala,en-zu,englishzulu00492.xlsx,Sheet1,19,12
to remedy this the national human rights plan for hiv and tb was launched as a much anticipated precursor to the conference,ukubhekana nale nselelo kwethulwa inational human rights plan for hiv and tb yendulela ingqungquthela ebibhekwe ngamehlo abomvu,en-zu,englishzulu00335.xlsx,Sheet1,22,17
spurred by a desire to return to normality jen undertakes her own investigation to uncover the hooded man,ekhuthazwa yintshisekelo yokuthi isimo sibuyele kwesijwayelekile ujen uqala ukufokisa ukuze abambe lendoda ezifihlile,en-zu,englishzulu00510.xlsx,Sheet1,18,13
the early childhood ages groups stress responses are more generally indicated by regressive behavior,esigabeni sezingane ezisakhula iminyaka izindlela zokubhekana nengcindezi zibonakala ngendlela yokuziphatha ebuyela esigabeni esedlule sobudala,en-zu,englishzulu00958.xlsx,Sheet1,14,14
risk factors within the family and environment,izinto eziyingozi emphakathini nasendaweni akhulela kuyo,en-zu,englishzulu00955.xlsx,Sheet1,7,6
assignment questions,imibuzo kaasayinimenti,en-zu,englishzulu00484.xlsx,Sheet1,2,2
earlier this year chetty and a colleague were selected by the national research foundation as the only two south africans to attend the prestigious th hope meeting in okinawa japan for highachiever emerging and young scientists to engage with nobel laureates and other distinguished scientists pioneering frontiers of knowledge in science and technology,ngasekuqaleni kwalo nyaka usolwazi uchetty nomlingani wakhe baqokwa yinational research foundation njengabamele iningizimu afrika ukuthi baye emhlanganweni wehope ye eokinawa ejapan yososayensi abancane abavelele ukuthi bayothekela ulwazi kumanobel laurette namanye amavulandlela kwezesayensi nezobuchwepheshe,en-zu,englishzulu00230.xlsx,Sheet1,53,33
she completed the capitalk open water swim in and before doing the midmar mile this year,waqeda icapitalk ngonyaka wama nangowama ngaphambi kokugijima i midmar mile kulo nyaka,en-zu,EnglishZulu01523.xlsx,Sheet1,16,12
leaders breathe life into the hopes and dreams of others and enable them to see the exciting possibilities that the future holds,abaholi bavuselela izifiso namaphupho abanye futhi babalekelela uuba babone amathuba aqukethwe yikusasa,en-zu,englishzulu00951.xlsx,Sheet1,22,12
kind regards,abazithobayo,en-zu,englishzulu00487.xlsx,Sheet1,2,1
o not so safe,o ngizizwa ngingaphephile,en-zu,englishzulu00054.xlsx,Sheet1,4,3
the purpose of this first year anthropology module is to introduce students to a critical approach to understanding how the concepts of love and sex relate to society in all its vagaries,inhloso yale mojuli yeathropholoji yangonyaka wokuqala ukwethula abafundi endleleni enokugxeka uma kubhekwa udaba lothando nocansi emphakathini kanye nakho konke okuhambelana nakho,en-zu,englishzulu00488.xlsx,Sheet1,32,21
field text analysis occurred at two levels narrative analysis and analysis of narratives,ukuhlaziywa kweminingo kwenziwa ngamazinga amabili ukuhlaziya okulandisayo kanye nokuhlaziywa kwezindaba,en-zu,englishzulu202500057.xlsx,Sheet1,13,10
the aim of the workshop was to explore the relevance of the genetic link requirement in surrogacy agreements,inhloso yalesi sigcawu sokucijana bekungukuhlaziya isidingo solibofuzo uma kwenziwa izivumelwano zokuthi umuntu wesifazane azalele omunye ingane,en-zu,englishzulu00915.xlsx,Sheet1,18,16
there is a direct link between a culture of lawlessness unemployment and failure in education which fuel intergenerational poverty in south africa,kukhona ubudlelwane ngqo phakathi kwesiko lokungalawuleki ukwesweleka kwemisebenzi kanye nokwehluleka kwezemfundo okokhela ububha obuqhubekayo kwezizukulwane eningizimu afrika,en-zu,EnglishZulu00677 John Nyamunda.xlsx,Sheet1,22,17
first write words unresearched and without academic references giving just your own thoughts on which historical and sociological conditions lay the social groundwork and the philosophical framework either to make it very difficult not to believe in the divine as in the premodern period or to make it very difficult to believe in the divine as in the modern and postmodern periods,okokuqala bhala amagama angama angacwaningiwe futhi angenalo uhlu lwezincwadi ozisebenzisile ubhala nje imicabango yakho eyeseka izimo ngokomlando nenhlalo ezinyisisekelo sohlaka ngokwenhlalo nenjulalwazi okubangela ubunzima bokukholelwa kumdali njengokwesikhathi sangaphambilini kwesesimanje noma okubangela kubenzima ukungakholelwa kumdali njengokwezikhathi esilandela esesimanje,en-zu,englishzulu00467.xlsx,Sheet1,62,37
if i have any further questionsconcerns or queries related to the study i understand that i may contact the researcher at university of kwazulu natal westville campus telephone and email address hlatywayoaukznacza,uma ngineminye imibuzoukukhathazeka noma ngidinga ukucaciseleka ngokumayelana nocwaningo ngingathintana nomcwaningi enyuvesi yakwazulunatal westville campus ucingo neimeyili hlatywayoaukznacza,en-zu,englishzulu00104.xlsx,Sheet1,32,17
after the completion of the transcription and translation processes the data was then analysed using the framework analysis,emva kwenqubo yokubhala okwakukhulunywe ngomlomo nokuhumusha imininingo yahlaziywa kusetshenziswa uhlaka lokuhlaziya,en-zu,EnglishZulu01016 Mrs Portia Monnapula Mazabane.xlsx,Sheet1,18,11
she completed her undergraduate studies at the nelson r mandela school of medicine in and joined the south african military health services as a member of the permanent force,uphothule iziqu zakhe enelson r mandela school of medicine ngonyaka wezi wabe esejoyina isouth african military health services njengelungu layo eliqashwe ngokuphelele,en-zu,englishzulu00920.xlsx,Sheet1,29,22
the two followed his gaze which was directed at the two benches occupied by chief simjongile of the amapondo and his subjects,laba ababili balandela amehlo akhe ayebheke emabhentshini amabili ayehleli inkosi usimjongile wesizwe samampondo nabantu bakhe,en-zu,englishzulu00492.xlsx,Sheet1,22,15
method thoughtstopping,indlela ukumisaimicabango,en-zu,englishzulu00958.xlsx,Sheet1,2,2
if no quorum is present within fixed time eg minutes of the time fixed for the meeting the meeting shall be adjourned to a later date,uma ingekho ikhoramu ngesikhathi esibekiwe okungaba imizuzu engamashumi amathathu somhlangano umhlangano uyohlehliselwa olunye usuku,en-zu,englishzulu00952.xlsx,Sheet1,26,14
contents,okuqukethwe,en-zu,englishzulu00467.xlsx,Sheet1,1,1
the schematic diagram the structure of the mpumalanga economic regulator,umdwebo okhombisa ukwakheka kwethe mpumalanga economic regulator,en-zu,englishzulu00114.xlsx,Sheet1,10,7
assignment,iassayinimenti,en-zu,englishzulu00482.xlsx,Sheet1,1,1
our two cows megan and bronwyn were giantsize but at least they smelt warm and sweet and i enjoyed their creamy milk,izinkomo zethu ezimbili umegan nobronwyn zazinkulu kodwa zazinuka kamnandi futhi ngangiluthanda kakhulu ubisi lwazo olwalujiyile,en-zu,englishzulu00386.xlsx,Sheet1,22,15
the current traditional facetoface professional development pd for teachers has proven to be ineffective being fragmented and not related to their needs,ukuthuthukisa ukusebenza ipd kwesimanje okwenzeka ubuso nobuso kothisha sekuziveze ukuthi akusebenzi okusho ukungaxhumani futhi akuhlobene nezidingo zabo,en-zu,EnglishZulu00733 Marie Anne Jianey Flore.xlsx,Sheet1,22,17
introduction,isethulo,en-zu,englishzulu00154.xlsx,Sheet1,1,1
exploration of the literature,ukuhlola izincwadi,en-zu,englishzulu00484.xlsx,Sheet1,4,2
ensure effective governance through broad and inclusive participation democratic representation accountability and transparency that serves as an example that contributes to building the democratic ethos of our country,ukuqinisekisa ukuphatha okunempumelelo kusetshenziswa ukubamba iqhaza okubanzi nokuhlanganisa bonke abathintekayo ukumeleka okunentando yeningi izibophokubika nokusebenza ngokusobala okuyisibonelo esinomthelela ekhakhiweni komqondo wentando yeningi ezweni lethu,en-zu,englishzulu00060.xlsx,Sheet1,28,24
question theme,umbuzo indikimba,en-zu,englishzulu00491.xlsx,Sheet1,2,2
although he died alsmot half a century before the berlin conference of an event which conceded gemany a slice of african soil it is unlikely that even in his time germany was less covetous of her neighbours who already had connections with africa,yize eshone cishe isigamu sekhulu leminyaka ngaphambi kwenkomfa yaseberlin ngonya we umcimbi owavumela ijalimane ucwezu lomhlabathi waseafrica akunakwenzeka ukuthi nangesikhathi sakhe umjalimane wayengabathandi omakhelwane bakhe ababesele benokuxhumana neafrica,en-zu,englishzulu00494.xlsx,Sheet1,43,28
these students who achieved a host of a symbols between them have all registered for stem degrees at ukzn while some of their fellow mentees have opted to pursue their studies at other tertiary institutions,laba bafundi abahlomule ngenqwaba yezimpawu zikaa phakathi kwabo bonke sebebhalisele iziqu zestem eukzn kanti abanye ozakwabo abaqeqeshwayo bakhethe ukuyoqhuba izifundo zabo kwezinye izikhungo zemfundo ephakeme,en-zu,EnglishZulu01528.xlsx,Sheet1,35,25
if you submit your assignment electronically we will accept it as signed if we see that text somewhere prominent at the beginning or end of the assignment,uma uhambise iasayinimenti yakho ngekhompyutha sizoyamukela njengesayiniwe uma sibona lelo gama ekuqaleni noma ekugcineni kweasayinimeni,en-zu,englishzulu00482.xlsx,Sheet1,27,15
the exclusion of africa proper from rationality and thus from world history appears to be a temporary measure from the point of view of hegels philosophy of history proper,ukukhishwa kwe africa ngqo ekuqondeni futhi ngakhoke emlandweni wezwe kubonakala kuyindlela yesikhashana kusukela ekubukeni kwefilosofi kahegel yomlando ofanele,en-zu,englishzulu00494.xlsx,Sheet1,29,18
with this extensive phc health transformation the conventional role of a pharmacist in south africa is set to change by expanding the scope of practice of a pharmacist as phc providers,ngokudula kohlelo lwe phc umsebenzi obuwenziwa usokhemisi eningizimu afrika ubhekene noshintsho ngenxa yokuthi kumele kwande umsebenzi wosokhemisi njengabasebenzi phc,en-zu,englishzulu202500008.xlsx,Sheet1,31,19
the effective adoption understanding and implementation of policy concerning students with visual impairment will contribute immensely to current and future human resource development of colleges as well as create opportunities for further intensive research in this field,ukuthola okusebenzayo ukuqonda nokuqaliswa kwenqubomgomo maqondana nabafundi abangaboni kuyobamba iqhaza elikhulu ekuthuthukisweni kwabasebenzi manje nangomuso kwamakolishi kanjalo kudale amathuba okuqhubekeza ucwaningo olujulile kule ndima,en-zu,englishzulu2025000078.xlsx,Sheet1,37,24
b examine the relationship between religion and the natural sciences,b hlola ubudlelwano phakathi kwenkolo nesayensi yemvelo,en-zu,englishzulu00486.xlsx,Sheet1,10,7
study them carefully and make notes,wafunde ngokuqaphela wenze amanothi,en-zu,englishzulu00474.xlsx,Sheet1,6,4
photograph supplied,isithombe sithunyelwe,en-zu,englishzulu00333.xlsx,Sheet1,2,2
ukzn postdoctoral fellow wins rare diamond advocacy award,umfundi ovakashile osanda kuthola iziqu zobudokotela uhlabane ngendondo i rare diamond advocacy award,en-zu,englishzulu00189.xlsx,Sheet1,8,13
purposive sampling of stakeholders that is expert and typical case sampling was the primary method of research,isampula eyinhloso yababambiqhaza abangama okungubungoti nokuqoka okwaba yindlela yokuqala yocwaningo,en-zu,EnglishZulu00874 Tapiwa Muzerengi.xlsx,Sheet1,17,10
hours,amahora,en-zu,englishzulu00108.xlsx,Sheet1,1,1
planning and budgeting,ukuhlela nokwakha isabelozimali,en-zu,englishzulu00951.xlsx,Sheet1,3,3
it has a clear main idea,inomqondo ocacile iyayiveza inkinga igxilile futhi iyalandeleka,en-zu,englishzulu00476.xlsx,Sheet1,6,7
